0,1,2
2396,001000000000000100000000000000000000000,94.0
683,001000000000000000001000000000000000000,28.0
684,001000000000000000001000000000000000000,38.0
685,001000000000000000001000000000000000000,138.0
686,001000000000000000001000000000000000000,34.0
687,001000000000000000001000000000000000000,155.0
688,001000000000000000001000000000000000000,33.0
1451,001000000000100000000000000000000000000,41.0
689,001000000000000000001000000000000000000,44.0
690,001000000000000000001000000000000000000,88.0
691,001000000000000000001000000000000000000,25.0
692,001000000000000000001000000000000000000,12.0
693,001000000000000000001000000000000000000,17.0
694,001000000000000000001000000000000000000,27.0
1799,100000000000000000000000000000000000000,78.0
695,001000000000000000001000000000000000000,30.0
696,001000000000000000001000000000000000000,33.0
697,001000000000000000001000000000000000000,16.0
698,001000000000000000001000000000000000000,25.0
699,001000000000000000001000000000000000000,38.0
700,001000000000000000001000000000000000000,50.0
701,001000000000000000001000000000000000000,28.0
1800,100000000000000000000000000000000000000,78.0
702,001000000000000000001000000000000000000,20.0
703,001000000000000000001000000000000000000,7.0
704,001000000000000000001000000000000000000,15.0
705,001000000000000000001000000000000000000,145.0
706,001000000000000000001000000000000000000,25.0
707,001000000000000000001000000000000000000,85.0
708,001000000000000000001000000000000000000,90.0
709,001000000000000000001000000000000000000,85.0
710,001000000000000000001000000000000000000,110.0
879,001000000000000000001000000000000000000,53.0
711,001000001000000000000000000000000000000,142.0
712,001000001000000000000000000000000000000,105.0
713,001000001000000000000000000000000000000,50.0
714,001000001000000000000000000000000000000,140.0
715,001000001000000000000000000000000000000,80.0
716,001000001000000000000000000000000000000,125.0
717,001000000000000000001000000000000000000,255.0
718,001000000000000000001000000000000000000,260.0
719,001000000000000000001000000000000000000,98.0
720,001000000000000000001000000000000000000,175.0
880,001000000000000000001000000000000000000,42.0
721,001000000000000000001000000000000000000,93.0
722,001000000000000000001000000000000000000,155.0
723,001000000000000000001000000000000000000,77.0
724,001000000000001000000000000000000000000,125.0
881,001000000000000000001000000000000000000,30.0
725,001000000000001000000000000000000000000,69.0
726,001000000000001000000000000000000000000,174.0
727,001000000000001000000000000000000000000,217.0
728,001000000000001000000000000000000000000,25.0
729,001000000000001000000000000000000000000,85.0
900,001000000000000000001000000000000000000,25.0
730,001000000000001000000000000000000000000,148.0
731,001000000000001000000000000000000000000,17.0
732,001000000000001000000000000000000000000,22.0
733,001000000000001000000000000000000000000,10.0
908,001000000000000000000100000000000000000,85.0
734,001000000000001000000000000000000000000,21.0
735,001000000000001000000000000000000000000,63.0
736,001000000000001000000000000000000000000,10.0
737,001000000000001000000000000000000000000,21.0
1114,000001100000000000000000000000000001000,210.0
738,001000000000001000000000000000000000000,38.0
739,001000000000001000000000000000000000000,30.0
740,001000000000001000000000000000000000000,11.0
741,001000000000001000000000000000000000000,25.0
742,001000000000001000000000000000000000000,33.0
743,001000000000001000000000000000000000000,190.0
749,001000000010000000000000000000000000000,290.0
744,001000000000001000000000000000000000000,55.0
745,001000000000001000000000000000000000000,95.0
746,001000000000001000000000000000000000000,250.0
747,001000000010000000000000000000000000000,90.0
748,001000000010000000000000000000000000000,175.0
756,001000000010000000000000000000000000000,55.0
750,001000000010000000000000000000000000000,210.0
751,001000000000010000000000000000000000000,48.0
752,001000000000010000000000000000000000000,75.0
753,001000000000010000000000000000000000000,75.0
754,001000000000010000000000000000000000000,65.0
755,001000000000010000000000000000000000000,65.0
777,001000000000000000001000000000000000000,175.0
757,001000000010000000000000000000000000000,290.0
758,001000000010000000000000000000000000000,550.0
759,001000000010000000000000000000000000000,560.0
760,001000000010000000000000000000000000000,350.0
761,001000000010000000000000000000000000000,40.0
762,001000000010000000000000000000000000000,60.0
1452,001000000000100000000000000000000000000,84.0
763,001000000010000000000000000000000000000,82.0
764,001000000000000000001000000000000000000,49.0
765,001000000000000000001000000000000000000,84.0
766,001000000000000000001000000000000000000,87.0
767,001000000000000000001000000000000000000,65.0
768,001000000000000000001000000000000000000,80.0
769,001000000000000000001000000000000000000,145.0
770,001000000000000000001000000000000000000,45.0
771,001000000000000000001000000000000000000,60.0
772,001000000000000000001000000000000000000,60.0
773,001000000000000000001000000000000000000,60.0
774,001000000000000000001000000000000000000,145.0
775,001000000000000000001000000000000000000,175.0
776,001000000000000000001000000000000000000,95.0
2329,001000000010000000000000000000010000000,23.0
778,001000000000000000001000000000000000000,75.0
779,001000000000000001000000000000000000000,260.0
780,001000000000000001000000000000000000000,85.0
781,001000000000000001000000000000000000000,57.0
782,001000000000000001000000000000000000000,50.0
783,001000000000000001000000000000000000000,40.0
784,001000000000000001000000000000000000000,135.0
785,001000000000000001000000000000000000000,150.0
786,001000000000000000001000000000000000000,115.0
787,001000000000000000001000000000000000000,105.0
788,001000000000000000001000000000000000000,42.0
789,001000000000000000001000000000000000000,75.0
797,001000000000000000001000000000000000000,75.0
2330,001000000010000000000000000000010000000,23.0
790,001000000000000000001000000000000000000,148.0
791,001000000000000000001000000000000000000,145.0
792,001000000000000000001000000000000000000,22.0
793,001000000000000000001000000000000000000,175.0
794,001000000000000000001000000000000000000,200.0
795,001000000000000000001000000000000000000,120.0
796,001000000000000000001000000000000000000,175.0
1801,100000000000000000000000000000000000000,155.0
798,001000000000000000001000000000000000000,155.0
799,001000000000000000001000000000000000000,48.0
800,001000000000000000001000000000000000000,165.0
801,001000000000000000001000000000000000000,370.0
813,000001100000000000000000000000000100000,1050.0
814,001000000000010000000000000000000000000,182.0
815,001000000000000000000100000000000000000,50.0
816,001000000000000000000100000000000000000,50.0
817,001000000000000000000100000000000000000,50.0
830,000001000000000000000000000001000000000,80.0
831,001000000000000100000000000000000000000,44.0
832,000100000000000000000010000000000000000,6.0
833,000100000000000000000010000000000000000,6.0
834,001000000000000000100000000000000000000,13.0
1115,000001100000000000000000000000000001000,400.0
835,001000000000000000100000000000000000000,13.0
836,001000000000000000100000000000000000000,13.0
837,001000000000000000100000000000000000000,13.0
838,001000000000000000100000000000000000000,13.0
839,001000000000000000100000000000000000000,13.0
840,001000000001000000000000000000000000000,18.0
841,001000000000000000000100000000000000000,72.0
842,001000000000000000000100000000000000000,72.0
843,001000000000000000000100000000000000000,44.0
844,001000000000000000000100000000000000000,44.0
845,001000000000000000000100000000000000000,66.0
846,001000000000000000000100000000000000000,25.0
847,001000000000000000000100000000000000000,66.0
1116,000001100000000000000000000000000001000,390.0
1802,100000000000000000000000000000000000000,155.0
848,001000000000000000100000000000000000000,44.0
849,001000000000000000100000000000000000000,44.0
850,001000000000000000100000000000000000000,44.0
851,001000000000000000100000000000000000000,44.0
852,001000000000000000100000000000000000000,44.0
853,001000000000000000100000000000000000000,44.0
1117,000001100000000000000000000000000001000,500.0
854,001000000000000000100000000000000000000,44.0
855,001000000000000000100000000000000000000,55.0
856,001000001000000000000000000000000000000,105.0
857,001000001000000000000000000000000000000,520.0
858,001000001000000000000000000000000000000,84.0
859,001000001000000000000000000000000000000,125.0
860,001000000000000001000000000000000000000,250.0
861,001000000000000001000000000000000000000,53.0
862,001000000000010000000000000000000000000,78.0
863,001000000000010000000000000000000000000,220.0
864,001000000010000000000000000000000000000,280.0
865,001000000010000000000000000000000000000,270.0
866,001000000010000000000000000000000000000,195.0
867,001000000001000000000000000000000000000,45.0
868,001000000001000000000000000000000000000,25.0
869,001000000001000000000000000000000000000,135.0
870,001000000000000000100000000000000000000,198.0
871,001000000000000000100000000000000000000,210.0
872,001000000000000001000000000000000000000,140.0
1118,000001100000000000000000000000000001000,430.0
873,001000000000000001000000000000000000000,120.0
874,001000000000000001000000000000000000000,105.0
875,001000000000000001000000000000000000000,90.0
876,001000000000000001000000000000000000000,145.0
877,001000000000000001000000000000000000000,125.0
878,001000000000000001000000000000000000000,175.0
882,001000000000000000001000000000000000000,155.0
883,001000000000000000001000000000000000000,245.0
884,001000000000000000001000000000000000000,42.0
885,001000000000010000000000000000000000000,100.0
886,001000000010000000000000000000000000000,98.0
887,001000000010000000000000000000000000000,130.0
888,001000000010000000000000000000000000000,175.0
889,001000000010000000000000000000000000000,190.0
890,001000000010000000000000000000000000000,150.0
891,001000000000000001000000000000000000000,175.0
892,001000000000000001000000000000000000000,180.0
893,001000000000000001000000000000000000000,125.0
894,001000000000000000001000000000000000000,140.0
1803,100000000000000000000000000000000000000,100.0
895,001000000000000000001000000000000000000,205.0
896,001000000000000000001000000000000000000,140.0
897,001000000000000000001000000000000000000,175.0
898,001000000000000000001000000000000000000,210.0
899,001000000000000000001000000000000000000,52.0
1804,100000000000000000000000000000000000000,210.0
901,001000000000000000001000000000000000000,60.0
902,001000000000000000001000000000000000000,9.0
903,001000000000000000001000000000000000000,14.0
904,001000000000000000001000000000000000000,98.0
905,001000000000000000001000000000000000000,180.0
906,001000000000000000000100000000000000000,135.0
907,001000000000000000000100000000000000000,105.0
1119,000001100000000000000000000000000001000,480.0
1805,100000000000000000000000000000000000000,62.0
909,001000000000000000000100000000000000000,145.0
910,001000000000000000000100000000000000000,290.0
911,001000000000000000000100000000000000000,12.0
912,001000000001000000000000000000000000000,7.0
913,001000000001000000000000000000000000000,15.0
914,001000000001000000000000000000000000000,78.0
915,001000000010000000000000000000000000000,380.0
1806,100000000000000000000000000000000000000,85.0
1807,100000000000000000000000000000000000000,45.0
916,001000000010000000000000000000000000000,160.0
917,001000000010000000000000000000000000000,190.0
918,001000000010000000000000000000000000000,220.0
919,001000000000100000000000000000000000000,50.0
920,001000000000100000000000000000000000000,35.0
921,001000000000100000000000000000000000000,35.0
922,001000000000100000000000000000000000000,125.0
923,001000000000100000000000000000000000000,35.0
924,001000000000100000000000000000000000000,35.0
925,001000000000000000001000000000000000000,6.0
926,001000000000000000001000000000000000000,45.0
927,001000000000000000001000000000000000000,35.0
928,001000000000000000001000000000000000000,62.0
929,001000000000000000001000000000000000000,60.0
930,001000000000000000001000000000000000000,30.0
931,001000000000000000001000000000000000000,80.0
932,001000000000000000001000000000000000000,32.0
933,001000000000000000001000000000000000000,23.0
1120,000001100000000000000000000000000000100,780.0
934,001000000000000000001000000000000000000,35.0
935,001000000000000000001000000000000000000,30.0
936,001000000000000000001000000000000000000,15.0
937,001000000000000000001000000000000000000,300.0
938,001000000000000000001000000000000000000,90.0
939,001000000000000000001000000000000000000,60.0
940,001000000000000000001000000000000000000,47.0
941,001000000000000000001000000000000000000,95.0
958,001000001000000000000000000000000000000,85.0
942,001000000000000000001000000000000000000,100.0
943,001000000000000000001000000000000000000,40.0
944,001000000000000000001000000000000000000,45.0
945,001000000000000000001000000000000000000,185.0
946,001000000000000000001000000000000000000,92.0
947,001000000000000000001000000000000000000,145.0
953,001000001000000000000000000000000000000,80.0
948,001000000010000000000000000000000000000,31.0
949,001000000010000000000000000000000000000,25.0
950,001000000000000100000000000000000000000,60.0
951,001000000000000100000000000000000000000,110.0
952,001000001000000000000000000000000000000,90.0
998,001000000000000100000000000000000000000,200.0
1987,001000010000000000000000000000000000000,25.0
954,001000001000000000000000000000000000000,160.0
955,001000001000000000000000000000000000000,70.0
956,001000001000000000000000000000000000000,170.0
957,001000001000000000000000000000000000000,130.0
1131,000001100000000000000000000000000000100,300.0
959,001000000000001000000000000000000000000,53.0
960,001000000000001000000000000000000000000,30.0
961,001000000000000000100000000000000000000,130.0
962,001000000000000000100000000000000000000,140.0
963,001000000000000000100000000000000000000,45.0
964,001000000000000000100000000000000000000,68.0
965,001000000000000000100000000000000000000,165.0
1988,001000010000000000000000000000000000000,5.0
966,001000000000000000100000000000000000000,248.0
967,001000000000000000100000000000000000000,120.0
968,001000000000000000000100000000000000000,33.0
969,001000000000000000000100000000000000000,33.0
970,001000000000000000000100000000000000000,25.0
971,001000000000000000000100000000000000000,38.0
999,001000000000000100000000000000000000000,185.0
972,001000000000000000100000000000000000000,190.0
973,001000000000000000100000000000000000000,205.0
974,001000000000000000100000000000000000000,188.0
975,001000000000000000100000000000000000000,125.0
976,001000000000000000100000000000000000000,120.0
977,001000000000100000000000000000000000000,45.0
978,001000000000100000000000000000000000000,45.0
1038,001000000000100000000000000000000000000,120.0
979,001000000000100000000000000000000000000,32.0
980,001000000000100000000000000000000000000,55.0
981,001000000000100000000000000000000000000,380.0
982,001000000000001000000000000000000000000,70.0
983,001000000000001000000000000000000000000,60.0
984,001000000000001000000000000000000000000,47.0
1989,001000010000000000000000000000000000000,35.0
985,001000000000001000000000000000000000000,65.0
986,001000000000001000000000000000000000000,145.0
987,001000000000001000000000000000000000000,53.0
988,001000000000001000000000000000000000000,58.0
989,001000000000001000000000000000000000000,130.0
1039,001000000000100000000000000000000000000,175.0
990,001000000000001000000000000000000000000,26.0
991,001000010000000000000000000000000000000,37.0
992,001000010000000000000000000000000000000,75.0
993,001000010000000000000000000000000000000,40.0
994,001000010000000000000000000000000000000,25.0
995,001000010000000000000000000000000000000,30.0
996,001000000000000100000000000000000000000,175.0
997,001000000000000100000000000000000000000,170.0
1000,001000000000000100000000000000000000000,160.0
1001,001000000000000100000000000000000000000,158.0
1002,001000000000000100000000000000000000000,60.0
1003,001000000000000100000000000000000000000,195.0
1004,001000000000000100000000000000000000000,110.0
1005,001000000000000100000000000000000000000,52.0
1091,001000000001000000000000000000000000000,28.0
1006,001000000000000100000000000000000000000,35.0
1007,001000000000000000001000000000000000000,185.0
1008,001000000000000000001000000000000000000,480.0
1009,001000000010000000000000000000000000000,280.0
1010,001000000010000000000000000000000000000,135.0
1011,001000000010000000000000000000000000000,76.0
1012,001000000000010000000000000000000000000,85.0
1013,001000000000010000000000000000000000000,88.0
1014,001000000000010000000000000000000000000,30.0
1015,001000010000000000000000000000000000000,25.0
1059,001000000000000000000100000000000000000,114.0
1016,001000010000000000000000000000000000000,17.0
1017,001000000000000001000000000000000000000,48.0
1018,001000000000000001000000000000000000000,56.0
1019,001000000000000001000000000000000000000,75.0
1020,001000000000000001000000000000000000000,36.0
1990,001000010000000000000000000000000000000,40.0
1021,001000000000000000001000000000000000000,190.0
1022,001000000000000000001000000000000000000,75.0
1023,001000000000000000001000000000000000000,300.0
1024,001000000000000000001000000000000000000,48.0
1025,001000000000000000001000000000000000000,128.0
1060,001000000000000000000100000000000000000,65.0
1109,000001100000000000000000000000000001000,245.0
1991,001000010000000000000000000000000000000,25.0
1026,001000000000000000001000000000000000000,60.0
1027,001000000000000000001000000000000000000,46.0
1028,001000000000000000001000000000000000000,62.0
1029,001000000000000000000100000000000000000,90.0
1030,001000000000000000000100000000000000000,230.0
1110,000001100000000000000000000000000001000,550.0
1031,001000000000000000000100000000000000000,70.0
1032,001000000000000000000100000000000000000,37.0
1033,001000000000000000000100000000000000000,38.0
1034,001000000010000000000000000000000000000,98.0
1035,001000000010000000000000000000000000000,45.0
1036,001000000000100000000000000000000000000,200.0
1037,001000000000100000000000000000000000000,200.0
1042,001000000000000000001000000000000000000,135.0
1043,001000010000000000000000000000000000000,20.0
1044,001000010000000000000000000000000000000,15.0
1045,001000010000000000000000000000000000000,2.5
1046,001000010000000000000000000000000000000,15.0
1047,001000010000000000000000000000000000000,40.0
1048,001000010000000000000000000000000000000,80.0
1049,001000010000000000000000000000000000000,4.0
1050,001000000000000000000100000000000000000,65.0
1111,000001100000000000000000000000000001000,55.0
1051,001000000000000000000100000000000000000,185.0
1052,001000000000000000000100000000000000000,83.0
1053,001000000000000000000100000000000000000,63.0
1054,001000000000000000000100000000000000000,118.0
1055,001000000000000000000100000000000000000,700.0
1056,001000000000000000000100000000000000000,700.0
1057,001000000000000000000100000000000000000,30.0
1058,001000000000000000000100000000000000000,168.0
1992,001000010000000000000000000000000000000,35.0
1061,001000000000010000000000000000000000000,15.0
1062,001000000000010000000000000000000000000,220.0
1063,001000000000010000000000000000000000000,550.0
1064,001000000000010000000000000000000000000,180.0
1065,001000010000000000000000000000000000000,65.0
1067,001000000001000000000000000000000000000,120.0
1075,000100000000000000000010000000000000000,12.0
1068,001000000000001000000000000000000000000,550.0
1069,000100000000000000000000000010000000000,50.0
1070,000100000000000000000010000000000000000,12.5
1071,000100000000000000000000000010000000000,100.0
1072,000100000000000000000000000010000000000,20.0
1073,000100000000000000000000001000000000000,100.0
1074,000100000000000000000000000100000000000,65.0
1076,001000000000000000001000000000000000000,220.0
1077,001000000000000000001000000000000000000,110.0
1078,001000000000000000001000000000000000000,90.0
1079,001000000000000000001000000000000000000,180.0
1080,001000000000000000001000000000000000000,190.0
1993,001000010000000000000000000000000000000,2.0
1081,001000000000000000000100000000000000000,80.0
1082,001000000000000000000100000000000000000,160.0
1083,001000000001000000000000000000000000000,75.0
1084,001000000001000000000000000000000000000,12.0
1089,001000000001000000000000000000000000000,75.0
1090,001000000001000000000000000000000000000,68.0
1112,000001100000000000000000000000000001000,650.0
1092,010000000000000000000000100000000000000,260.0
1093,010000000000000000000000100000000000000,140.0
1094,010000000000000000000000100000000000000,230.0
1095,010000000000000000000000100000000000000,170.0
1096,010000000000000000000000100000000000000,160.0
1097,010000000000000000000000100000000000000,180.0
1098,000001100000000000000000000000000010000,580.0
1132,000001100000000000000000000000000000100,300.0
1099,000001100000000000000000000000000010000,370.0
1100,000001100000000000000000000000000010000,220.0
1101,000001100000000000000000000000000001000,580.0
1102,000001100000000000000000000000000001000,270.0
1103,000001100000000000000000000000000001000,250.0
1104,000001100000000000000000000000000001000,190.0
1105,000001100000000000000000000000000001000,840.0
1106,000001100000000000000000000000000001000,370.0
1107,000001100000000000000000000000000001000,300.0
1108,000001100000000000000000000000000001000,300.0
1113,000001100000000000000000000000000001000,400.0
1121,000001100000000000000000000000000000100,280.0
1122,000001100000000000000000000000000000100,250.0
1123,000001100000000000000000000000000000100,630.0
1124,000001100000000000000000000000000000100,500.0
1125,000001100000000000000000000000000000100,390.0
1126,000001100000000000000000000000000000100,285.0
1127,000001100000000000000000000000000000100,400.0
1128,000001100000000000000000000000000000100,240.0
1129,000001100000000000000000000000000000100,720.0
1130,000001100000000000000000000000000000100,550.0
1994,001000010000000000000000000000000000000,10.0
1133,000001100000000000000000000000000000100,380.0
1134,000001100000000000000000000000000000100,250.0
1135,000001100000000000000000000000000000100,220.0
1136,000001100000000000000000000000000000010,420.0
1137,000001100000000000000000000000000100000,430.0
1138,000001100000000000000000000000000100000,485.0
1139,000001100000000000000000000000001000000,260.0
1140,000001100000000000000000000000001000000,260.0
1141,000001100000000000000000000000001000000,260.0
1142,000001100000000000000000000000001000000,370.0
1143,000001100000000000000000000000001000000,370.0
1144,000001100000000000000000000000001000000,370.0
1145,000001100000000000000000000000001000000,370.0
1146,000001100000000000000000000000001000000,550.0
1147,000001100000000000000000000000001000000,600.0
1148,000001100000000000000000000000001000000,370.0
1995,001000010000000000000000000000000000000,4.3
1996,001000010000000000000000000000000000000,6.0
1149,001000000000000000001000000000000000000,130.0
1150,001000000000001000000000000000000000000,21.0
1151,001000000000000000100000000000000000000,13.0
1152,001000000000000000100000000000000000000,13.0
1153,000100000000000000000010000000000000000,10.0
1154,001000000000000100000000000000000000000,295.0
1997,001000010000000000000000000000000000000,2.5
1155,001000000000000100000000000000000000000,218.0
1156,001000000000000100000000000000000000000,195.0
1157,001000000000000100000000000000000000000,150.0
1158,001000000000000000001000000000000000000,120.0
1159,001000000000000100000000000000000000000,110.0
1160,001000000000000000100000000000000000000,32.0
1161,001000000000000000001000000000000000000,126.0
1162,001000000000000000001000000000000000000,181.0
1163,001000000000000000001000000000000000000,197.0
1164,001000000000000000000100000000000000000,100.0
1165,001000000000000100000000000000000000000,110.0
1176,000001100000000000000000000000000001000,3420.0
1998,001000000000000000000100000000000000000,50.0
1166,001000000000000000001000000000000000000,210.0
1167,001000000000010000000000000000000000000,150.0
1169,001000000000000001000000000000000000000,7.0
1170,001000000000000000000100000000000000000,160.0
1171,001000000000000000100000000000000000000,58.0
1172,000001100000000000000000000000000000100,2100.0
1173,000001100000000000000000000000000000100,1000.0
1174,000001100000000000000000000000000000100,1050.0
1175,000001100000000000000000000000000000100,2200.0
2108,001000000000000001000000000000000000000,65.0
1177,000001100000000000000000000000000010000,1960.0
1178,000001100000000000000000000000000000001,400.0
1179,000001100000000000000000000000000000010,1750.0
1180,000001100000000000000000000000000001000,3600.0
1181,001000000000000100000000000000000000000,178.0
1182,001000000000000100000000000000000000000,143.0
1183,001000000000010000000000000000000000000,185.0
2109,001000000000000001000000000000000000000,64.0
1184,001000000000010000000000000000000000000,185.0
1185,001000000000000100000000000000000000000,86.0
1186,001000000000000100000000000000000000000,86.0
1187,001000000000000000100000000000000000000,260.0
1188,001000000000000000100000000000000000000,210.0
1215,001000000000000000001000000000000000000,42.0
1189,001000000000000100000000000000000000000,135.0
1190,001000000010000000000000000000000000000,399.0
1191,001000000000000000001000000000000000000,78.0
1192,001000000000010000000000000000000000000,225.0
1193,001000000000010000000000000000000000000,190.0
1216,001000000000000000001000000000000000000,43.0
1194,001000000010000000000000000000000000000,110.0
1195,001000000000100000000000000000000000000,43.0
1196,001000000000100000000000000000000000000,39.0
1197,001000000000100000000000000000000000000,48.0
1198,001000000000100000000000000000000000000,40.0
1199,001000000000100000000000000000000000000,68.0
1200,001000010000000000000000000000000000000,6.0
1217,001000000000000000001000000000000000000,65.0
1453,001000000000100000000000000000000000000,85.0
1201,001000000000000000001000000000000000000,235.0
1202,001000000010000000000000000000000000000,185.0
1203,001000000000000001000000000000000000000,180.0
1204,001000000000000000001000000000000000000,75.0
1205,001000000000000000100000000000000000000,255.0
1454,001000000000100000000000000000000000000,81.0
1206,001000000001000000000000000000000000000,60.0
1207,001000000000100000000000000000000000000,7.0
1208,001000000000100000000000000000000000000,26.0
1209,001000000000010000000000000000000000000,900.0
1210,001000000000010000000000000000000000000,350.0
1211,001000000000010000000000000000000000000,2300.0
1212,001000000000010000000000000000000000000,280.0
1213,001000000000010000000000000000000000000,780.0
1214,001000000000010000000000000000000000000,2100.0
1455,001000000000100000000000000000000000000,88.0
1218,001000000000000000001000000000000000000,59.0
1219,001000000000000000001000000000000000000,52.0
1220,001000000000000000001000000000000000000,52.0
1221,001000000000000000001000000000000000000,100.0
1222,001000000000000000001000000000000000000,78.0
1223,001000000000000000001000000000000000000,85.0
1224,001000000000000000001000000000000000000,95.0
1456,001000000000100000000000000000000000000,55.0
2048,010000000000000010000000000000000000000,3800.0
1225,001000000000000000001000000000000000000,27.0
1226,001000000000000000000100000000000000000,55.0
1227,001000000000000000000100000000000000000,123.0
1228,001000000000000000000100000000000000000,210.0
1229,001000000000000000000100000000000000000,390.0
1230,001000000000000000000100000000000000000,1020.0
1231,001000000010000000000000000000000000000,1040.0
1232,001000000010000000000000000000000000000,49.0
1233,001000000000000000000100000000000000000,1000.0
1234,000001100000000000000000000000000000001,330.0
1235,000001100000000000000000000000000000001,400.0
1236,001000000000000000100000000000000000000,13.0
1237,001000000000000000100000000000000000000,13.0
1238,001000000000000000100000000000000000000,13.0
1239,010000000000000010000000000000000000000,1700.0
1242,001000000000000000001000000000000000000,48.0
1243,001000000010000000000000000000000000000,80.0
1244,001000000010000000000000000000000000000,71.0
1245,001000000010000000000000000000000000000,79.0
1246,001000000010000000000000000000000000000,105.0
1247,001000000010000000000000000000000000000,51.0
2110,001000000000000001000000000000000000000,75.0
1248,001000000000000000001000000000000000000,20.0
1249,001000000000000000100000000000000000000,13.0
1250,001000000000000000000100000000000000000,105.0
1251,001000000000000000001000000000000000000,138.0
1252,001000000000000100000000000000000000000,240.0
1253,001000000000000100000000000000000000000,220.0
1457,001000000000100000000000000000000000000,75.0
1254,001000001000000000000000000000000000000,188.0
1255,001000000000000000001000000000000000000,135.0
1256,001000000000000000001000000000000000000,190.0
1257,001000000000000000100000000000000000000,170.0
1258,001000000000000000000100000000000000000,180.0
1275,001000000000000100000000000000000000000,54.0
1259,001000000010000000000000000000000000000,300.0
1260,001000000010000000000000000000000000000,380.0
1261,001000000000000000001000000000000000000,158.0
1262,001000000000010000000000000000000000000,270.0
1263,001000000000010000000000000000000000000,298.0
1264,001000000000010000000000000000000000000,255.0
1265,001000000000000000001000000000000000000,98.0
1266,001000000000000100000000000000000000000,95.0
1267,001000000000000000100000000000000000000,165.0
1268,001000000000000000000100000000000000000,53.0
1518,001000000000000100000000000000000000000,28.0
1269,001000000000000000000100000000000000000,120.0
1270,001000000000000001000000000000000000000,275.0
1271,001000000000010000000000000000000000000,99.0
1272,001000000000010000000000000000000000000,98.0
1273,001000010000000000000000000000000000000,33.0
1274,001000000000000100000000000000000000000,54.0
1415,001000000001000000000000000000000000000,65.0
1276,001000000000000100000000000000000000000,54.0
1277,001000000000000100000000000000000000000,54.0
1278,001000000000000100000000000000000000000,54.0
1279,001000000000000100000000000000000000000,36.0
1280,001000000000000100000000000000000000000,36.0
1281,001000000000000100000000000000000000000,36.0
1282,001000000000000100000000000000000000000,36.0
1283,001000000000000001000000000000000000000,40.0
1284,001000000000000001000000000000000000000,40.0
1285,001000000000001000000000000000000000000,110.0
1286,001000000000000000000100000000000000000,300.0
1287,001000000000000000000100000000000000000,200.0
1288,001000000000000000000100000000000000000,235.0
1289,001000000000000000100000000000000000000,150.0
1328,001000000000000000100000000000000000000,13.0
1290,001000000000000100000000000000000000000,175.0
1293,001000000010000000000000000000000000000,30.0
1318,000100000000000000000000010000000000000,9.0
1319,000100000000000000000000001000000000000,72.0
1320,000100000000000000000000010000000000000,32.0
1321,000100000000000000000000001000000000000,72.0
1322,000001100000000000000000000000000100000,370.0
1323,001000000000000000000100000000000000000,350.0
1324,000001100000000000000000000000000100000,450.0
1325,000001100000000000000000000000000100000,130.0
1326,000001100000000000000000000000000100000,130.0
1327,000001100000000000000000000000000100000,1440.0
1330,001000000000000000100000000000000000000,210.0
1331,001000000000000000100000000000000000000,140.0
1332,001000000000000000100000000000000000000,140.0
1333,001000000000000000100000000000000000000,85.0
1334,001000000000000000000100000000000000000,210.0
1335,001000000000000000000100000000000000000,160.0
1336,001000000000001000000000000000000000000,126.0
1337,001000000000001000000000000000000000000,55.0
1338,001000000000100000000000000000000000000,43.0
1339,001000000000000100000000000000000000000,55.0
2049,010000000000000010000000000000000000000,6500.0
1340,001000000000000100000000000000000000000,27.0
1341,001000000000000100000000000000000000000,106.0
1342,001000000000100000000000000000000000000,38.0
1343,001000000000100000000000000000000000000,50.0
1344,001000000000000000000100000000000000000,10.0
1345,001000000000000000001000000000000000000,178.0
1346,001000010000000000000000000000000000000,60.0
1444,001000000000100000000000000000000000000,63.0
1347,001000010000000000000000000000000000000,10.0
1348,001000000000000001000000000000000000000,40.0
1349,001000000000000001000000000000000000000,40.0
1350,001000000000000000000100000000000000000,20.0
1351,001000000000000000000100000000000000000,12.0
1352,001000000000000000000100000000000000000,16.0
1353,001000000000000100000000000000000000000,30.0
1445,001000000000100000000000000000000000000,256.0
1354,001000000000000100000000000000000000000,30.0
1355,001000000000100000000000000000000000000,15.0
1356,001000000000000000000100000000000000000,200.0
1357,001000000000000000000100000000000000000,45.0
1358,001000000000010000000000000000000000000,80.0
1359,001000000001000000000000000000000000000,35.0
1360,001000000001000000000000000000000000000,30.0
2050,010000000000000010000000000000000000000,2400.0
1362,001000010000000000000000000000000000000,20.0
1366,001000010000000000000000000000000000000,15.0
1367,001000010000000000000000000000000000000,20.0
1368,001000000000000100000000000000000000000,95.0
1369,001000000010000000000000000000000000000,118.0
1370,001000000000000000100000000000000000000,30.0
1371,001000000000000000100000000000000000000,30.0
1372,001000000000000000000100000000000000000,7.0
1446,001000000000100000000000000000000000000,68.0
2111,001000000000000001000000000000000000000,80.0
1373,001000000010000000000000000000000000000,20.0
1374,001000000000000000001000000000000000000,200.0
1375,001000000000000000001000000000000000000,125.0
1376,001000000000000000001000000000000000000,180.0
1377,001000000000000000001000000000000000000,128.0
1378,001000000001000000000000000000000000000,90.0
1379,001000000000000100000000000000000000000,0.0
1380,001000000000010000000000000000000000000,35.0
1381,001000000000010000000000000000000000000,85.0
1382,001000000001000000000000000000000000000,145.0
